sdg,indicator,unit,location,year,value,is_projected,ci_lower,ci_upper
SDG2 - Zero Hunger,Total Milch Animals (Census 2019),Number,Wardha,2019,36142,0,,
SDG2 - Zero Hunger,Total Milch Animals District (Census 2019),Number,Wardha,2019,201644,0,,
SDG2 - Zero Hunger,Total Veterinary Facilities,Number,Arvi,2024,18,0,,
SDG2 - Zero Hunger,Total Veterinary Facilities,Number,Wardha,2024,15,0,,
SDG2 - Zero Hunger,"Tur (Pigeon Pea) Area (district, ha)",Hectares,Wardha,2024,54159,0,,
SDG2 - Zero Hunger,Tur (Pigeon Pea) Area (ha),Hectares,Arvi,2024,7887,0,,
SDG2 - Zero Hunger,"Tur Dal (per kg, rural)",\u20b9/kg,Wardha,2024,143,0,,
SDG2 - Zero Hunger,"Tur Dal (per kg, urban)",\u20b9/kg,Wardha,2024,152.1,0,,
SDG2 - Zero Hunger,Tur Production YoY Change (%),%,Wardha,2024,132.51,0,,
SDG2 - Zero Hunger,Tur Productivity (kg/ha),Kg/Ha,Arvi,2024,1070,0,,
SDG2 - Zero Hunger,Veterinary Dispensaries,Number,Arvi,2024,3,0,,
SDG2 - Zero Hunger,Veterinary Dispensaries,Number,Wardha,2024,5,0,,
SDG2 - Zero Hunger,Veterinary Polyclinics,Number,Arvi,2024,1,0,,
SDG2 - Zero Hunger,Veterinary Polyclinics,Number,Wardha,2024,1,0,,
SDG2 - Zero Hunger,"Wheat Area (district, ha)",Hectares,Wardha,2024,22113,0,,
SDG2 - Zero Hunger,Wheat Area (ha),Hectares,Arvi,2024,2230,0,,
SDG2 - Zero Hunger,"Wheat Medium (per kg, urban)",\u20b9/kg,Wardha,2024,31.8,0,,
SDG2 - Zero Hunger,Wheat PDS (per kg),\u20b9/kg,Wardha,2024,2,0,,
SDG2 - Zero Hunger,Wheat Productivity (kg/ha),Kg/Ha,Arvi,2024,1626,0,,
SDG6 - Clean Water & Sanitation,% of Cropped Area Irrigated,%,Arvi,2024,37.68,0,,
SDG6 - Clean Water & Sanitation,% of Cropped Area Irrigated,%,Wardha,2024,26.91,0,,
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2018,75,0,,
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2020,25,0,,
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2022,25,0,,
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2024,25,0,,
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2025,8.583,1,0,30.732
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2029,1.766,1,0,9.787
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2037,0.066,1,0,0.613
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2047,0.001,1,0,0.015
SDG6 - Clean Water & Sanitation,% of blocks/mandals/talukas over exploited,%,Wardha,2060,0,1,0,0
SDG6 - Clean Water & Sanitation,% of households having access to toilet facility,%,Wardha,2016,58.9,0,,
SDG6 - Clean Water & Sanitation,% of households having access to toilet facility,%,Wardha,2020,80.2,0,,
SDG6 - Clean Water & Sanitation,% of households having access to toilet facility,%,Wardha,2025,100,1,90,100
SDG6 - Clean Water & Sanitation,% of households having access to toilet facility,%,Wardha,2029,100,1,90,100
SDG6 - Clean Water & Sanitation,% of households having access to toilet facility,%,Wardha,2037,100,1,90,100
SDG6 - Clean Water & Sanitation,% of households having access to toilet facility,%,Wardha,2047,100,1,90,100
SDG6 - Clean Water & Sanitation,% of households having access to toilet facility,%,Wardha,2060,100,1,90,100
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2016,46.48,0,,
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2017,61.15,0,,
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2018,61.46,0,,
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2019,62.39,0,,
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2020,66.76,0,,
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2025,83.755,1,69.53,97.979
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2029,91.291,1,77.067,100
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2037,97.745,1,83.52,100
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2047,99.61,1,85.386,100
SDG6 - Clean Water & Sanitation,% of households with individual toilet facility,%,Wardha,2060,99.961,1,85.737,100
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2016,17.84,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2017,20.1,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2018,22.68,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2019,26.55,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2020,39.73,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2021,59.84,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2022,67.57,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2023,72.66,0,,
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2025,87.318,1,75.28,99.357
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2029,97.543,1,85.504,100
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2037,99.924,1,87.886,100
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2047,99.999,1,87.961,100
SDG6 - Clean Water & Sanitation,% of households with tap water connections,%,Wardha,2060,100,1,87.962,100
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2016,16.26,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2017,18.17,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2018,20.34,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2019,23.62,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2020,35.07,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2021,52.39,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2022,58.75,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2023,62.78,0,,
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2025,80.044,1,69.635,90.454
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2029,94.793,1,84.384,100
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2037,99.734,1,89.325,100
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2047,99.994,1,89.584,100
SDG6 - Clean Water & Sanitation,% of population having safe and adequate drinking water within premises,%,Wardha,2060,100,1,89.59,100
SDG6 - Clean Water & Sanitation,% of population using an improved drinking water source,%,Wardha,2016,94.6,0,,
SDG6 - Clean Water & Sanitation,% of population using an improved drinking water source,%,Wardha,2020,98.5,0,,
SDG6 - Clean Water & Sanitation,% of population using an improved drinking water source,%,Wardha,2025,98.5,1,88.65,100
SDG6 - Clean Water & Sanitation,% of population using an improved drinking water source,%,Wardha,2029,98.5,1,88.65,100
SDG6 - Clean Water & Sanitation,% of population using an improved drinking water source,%,Wardha,2037,98.5,1,88.65,100
SDG6 - Clean Water & Sanitation,% of population using an improved drinking water source,%,Wardha,2047,98.5,1,88.65,100
SDG6 - Clean Water & Sanitation,% of population using an improved drinking water source,%,Wardha,2060,98.5,1,88.65,100
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2016,99.24,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2017,99.24,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2018,99.37,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2019,97.95,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2020,97.54,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2021,100,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2022,95.41,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2023,97.45,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2024,96.58,0,,
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2025,96.263,1,95.996,96.53
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2029,94.805,1,94.36,95.249
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2037,91.887,1,91.071,92.703
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2047,88.241,1,86.954,89.528
SDG6 - Clean Water & Sanitation,% of primary schools with separate toilet facility for girls,%,Wardha,2060,83.5,1,81.598,85.402
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2016,99.5,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2017,99.51,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2018,99.52,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2019,98.6,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2020,99.08,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2021,100,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2022,98.6,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2023,98.63,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2024,98.65,0,,
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2025,98.581,1,98.477,98.685
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2029,98.149,1,97.976,98.322
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2037,97.285,1,96.968,97.602
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2047,96.205,1,95.705,96.706
SDG6 - Clean Water & Sanitation,% of secondary schools with separate toilet facility for girls,%,Wardha,2060,94.801,1,94.062,95.541
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2016,99.47,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2017,99.48,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2018,99.21,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2019,98.42,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2020,98.41,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2021,100,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2022,97.88,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2023,98.93,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2024,97.84,0,,
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2025,98.078,1,97.929,98.227
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2029,97.461,1,97.214,97.709
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2037,96.228,1,95.773,96.683
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2047,94.686,1,93.969,95.404
SDG6 - Clean Water & Sanitation,% of upper primary schools with separate toilet facility for girls,%,Wardha,2060,92.682,1,91.622,93.742
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2021,0,0,,
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2022,0,0,,
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2023,13.17,0,,
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2024,13.17,0,,
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2025,13.17,1,11.853,14.487
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2029,13.17,1,11.853,14.487
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2037,13.17,1,11.853,14.487
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2047,13.17,1,11.853,14.487
SDG6 - Clean Water & Sanitation,% of villages achieving Open Defecation Free (ODF+) status,%,Wardha,2060,13.17,1,11.853,14.487
SDG6 - Clean Water & Sanitation,Canal/Surface Irrigated Area (ha),Hectares,Arvi,2024,8245,0,,
SDG6 - Clean Water & Sanitation,Canal/Surface Irrigated Area (ha),Hectares,Wardha,2024,1148,0,,
SDG6 - Clean Water & Sanitation,Dham Dam - Irrigated Area 2023-24 (ha),Hectares,Arvi,2024,8476,0,,
SDG6 - Clean Water & Sanitation,Dham Dam - Storage Capacity (Mcm),Million Cubic Metres,Arvi,2024,59.5,0,,
SDG6 - Clean Water & Sanitation,Dham Dam - Total Benefit Area (ha),Hectares,Arvi,2024,14136,0,,
SDG6 - Clean Water & Sanitation,Gross Irrigated Area (ha),Hectares,Arvi,2024,19216,0,,
SDG6 - Clean Water & Sanitation,Gross Irrigated Area (ha),Hectares,Wardha,2024,17205,0,,
SDG6 - Clean Water & Sanitation,Groundwater Irrigated Area (ha),Hectares,Arvi,2024,9545,0,,
SDG6 - Clean Water & Sanitation,Groundwater Irrigated Area (ha),Hectares,Wardha,2024,15272,0,,
SDG6 - Clean Water & Sanitation,Madan Dam - Irrigated Area 2023-24 (ha),Hectares,Arvi,2024,2382,0,,
SDG6 - Clean Water & Sanitation,Madan Dam - Storage Capacity (Mcm),Million Cubic Metres,Arvi,2024,15.18,0,,
SDG6 - Clean Water & Sanitation,Madan Dam - Total Benefit Area (ha),Hectares,Arvi,2024,5177,0,,
SDG6 - Clean Water & Sanitation,Net Irrigated Area (ha),Hectares,Arvi,2024,17790,0,,
SDG6 - Clean Water & Sanitation,Net Irrigated Area (ha),Hectares,Wardha,2024,16420,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2016,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2017,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2018,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2019,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2020,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2021,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2022,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2023,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2024,100,0,,
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2025,100,1,100,100
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2029,100,1,100,100
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2037,100,1,100,100
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2047,100,1,100,100
SDG6 - Clean Water & Sanitation,Proportion of villages with Village Water & Sanitation Committee (VWSC),%,Wardha,2060,100,1,100,100
SDG6 - Clean Water & Sanitation,Villages with Well (Total) — Amenities,,Arvi,2001,99.3,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2016,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2017,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2018,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2019,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2020,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2021,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2022,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2023,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2024,100,0,,
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2025,100,1,100,100
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2029,100,1,100,100
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2037,100,1,100,100
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2047,100,1,100,100
SDG1 - No Poverty,% of Gram Panchayats having Common Services Centres,%,Wardha,2060,100,1,100,100
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2016,77.16,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2017,77.16,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2018,77.74,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2019,77.74,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2020,77.74,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2021,77.74,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2022,77.74,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2023,77.74,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2024,77.74,0,,
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2025,77.949,1,77.908,77.991
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2029,78.22,1,78.151,78.29
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2037,78.761,1,78.634,78.889
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2047,79.438,1,79.237,79.64
SDG1 - No Poverty,% of Gram Panchayats having internet connections,%,Wardha,2060,80.318,1,80.02,80.615
SDG1 - No Poverty,% of population getting safe and adequate drinking water within premises,%,Wardha,2016,16.26,0,,
SDG1 - No Poverty,% of population getting safe and adequate drinking water within premises,%,Wardha,2017,18.17,0,,
SDG1 - No Poverty,% of population getting safe and adequate drinking water within premises,%,Wardha,2018,20.34,0,,
SDG1 - No Poverty,% of population getting safe and adequate drinking water within premises,%,Wardha,2019,23.62,0,,
