sdg,indicator,unit,location,year,value,is_projected,ci_lower,ci_upper
SDG4 - Quality Education,Gross intake ratio to the last grade - Secondary,%,Wardha,2024,91.64,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Secondary,%,Wardha,2025,91.261,1,90.95,91.572
SDG4 - Quality Education,Gross intake ratio to the last grade - Secondary,%,Wardha,2029,87.061,1,86.543,87.579
SDG4 - Quality Education,Gross intake ratio to the last grade - Secondary,%,Wardha,2037,78.661,1,77.71,79.613
SDG4 - Quality Education,Gross intake ratio to the last grade - Secondary,%,Wardha,2047,68.161,1,66.66,69.662
SDG4 - Quality Education,Gross intake ratio to the last grade - Secondary,%,Wardha,2060,54.511,1,52.293,56.729
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2016,95.74,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2017,95.59,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2018,94.59,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2019,95.32,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2020,95.92,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2021,97,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2022,100,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2023,98.06,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2024,93.42,0,,
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2025,93.42,1,84.078,102.762
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2029,93.42,1,84.078,102.762
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2037,93.42,1,84.078,102.762
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2047,93.42,1,84.078,102.762
SDG4 - Quality Education,Gross intake ratio to the last grade - Upper Primary,%,Wardha,2060,93.42,1,84.078,102.762
SDG4 - Quality Education,Higher Secondary Schools (total),Number,Arvi,2024,11,0,,
SDG4 - Quality Education,Higher Secondary Students (total),Number,Arvi,2024,2702,0,,
SDG4 - Quality Education,Illiterate Population (Rural) — Census 2011,,Arvi,2011,24872,0,,
SDG4 - Quality Education,Illiterate Population (Total) — Census 2011,,Arvi,2011,32655,0,,
SDG4 - Quality Education,Illiterate Population (Urban) — Census 2011,,Arvi,2011,7783,0,,
SDG4 - Quality Education,Literacy Rate (1971) (Total) — District Summary,,Wardha,1971,41.71,0,,
SDG4 - Quality Education,Literacy Rate (Rural) — Education & Literacy,,Arvi,2001,74.5,0,,
SDG4 - Quality Education,Literacy Rate (Rural) — Education & Literacy,,Wardha,2001,79,0,,
SDG4 - Quality Education,Literacy Rate (Total) — Education & Literacy,,Arvi,2001,78.1,0,,
SDG4 - Quality Education,Literacy Rate (Total) — Education & Literacy,,Wardha,2001,83.4,0,,
SDG4 - Quality Education,Literacy Rate (Urban) — Education & Literacy,,Arvi,2001,87.1,0,,
SDG4 - Quality Education,Literacy Rate (derived) (Total),%,Arvi,2011,75.9,0,,
SDG4 - Quality Education,Literacy Rate (derived) (Total) — Education & Literacy,,Arvi,2011,75.9,0,,
SDG4 - Quality Education,Literacy rate of youth (15-24 years),%,Wardha,2016,98.08,0,,
SDG4 - Quality Education,Literate Population (Urban) — Census 2011,,Arvi,2011,35039,0,,
SDG4 - Quality Education,Male Illiterates (Total) — Education & Literacy,,Arvi,2001,18517,0,,
SDG4 - Quality Education,Male Literacy Rate (Census 2011),%,Arvi,2011,91.6,0,,
SDG4 - Quality Education,Male Literacy Rate (Rural) — Education & Literacy,,Arvi,2001,82.9,0,,
SDG4 - Quality Education,Male Literacy Rate (Rural) — Education & Literacy,,Wardha,2001,85.7,0,,
SDG4 - Quality Education,Male Literacy Rate (Total) — Education & Literacy,,Arvi,2001,85.6,0,,
SDG4 - Quality Education,Male Literacy Rate (Urban) — Education & Literacy,,Arvi,2001,92.5,0,,
SDG4 - Quality Education,Male Literacy Rate - Census 2011,%,Wardha,2011,93.1,0,,
SDG4 - Quality Education,Male Literacy Rate - District (Census 2011),%,Wardha,2011,91.92,0,,
SDG4 - Quality Education,Male Literates (Rural) — Education & Literacy,,Arvi,2001,38519,0,,
SDG4 - Quality Education,Male Literates (Rural) — Education & Literacy,,Wardha,2001,72229,0,,
SDG4 - Quality Education,"Male Literates (Rural) — Scheduled Castes, Tribes & Literacy",,Wardha,2011,365198,0,,
SDG4 - Quality Education,Male Literates (Total),persons,Arvi,2011,43214,0,,
SDG4 - Quality Education,Male Literates (Total) — Education & Literacy,,Arvi,2001,55571,0,,
SDG4 - Quality Education,Male Literates (Total) — Education & Literacy,,Arvi,2011,43214,0,,
SDG4 - Quality Education,Male Literates (Total) — Education & Literacy,,Arvi,2025,25914.2,1,25914.2,25914.2
SDG4 - Quality Education,Male Literates (Total) — Education & Literacy,,Arvi,2029,20971.4,1,20971.4,20971.4
SDG4 - Quality Education,Male Literates (Total) — Education & Literacy,,Arvi,2037,11085.8,1,11085.8,11085.8
SDG4 - Quality Education,Male Literates (Total) — Education & Literacy,,Arvi,2047,0,1,0,-1271.2
SDG4 - Quality Education,Male Literates (Total) — Education & Literacy,,Arvi,2060,0,1,0,-17335.3
SDG4 - Quality Education,Male Literates (Total) — Population,,Wardha,1991,375233,0,,
SDG4 - Quality Education,"Male Literates (Total) — Scheduled Castes, Tribes & Literacy",,Arvi,2011,43214,0,,
SDG4 - Quality Education,"Male Literates (Total) — Scheduled Castes, Tribes & Literacy",,Wardha,2011,552617,0,,
SDG4 - Quality Education,Male Literates (Urban) — Education & Literacy,,Arvi,2001,17052,0,,
SDG4 - Quality Education,"Male Literates (Urban) — Scheduled Castes, Tribes & Literacy",,Wardha,2011,187419,0,,
SDG4 - Quality Education,Male Literates - Census 2011,Number,Arvi,2011,42100,0,,
SDG4 - Quality Education,Male Literates - Census 2011,Number,Wardha,2011,104200,0,,
SDG4 - Quality Education,Minority Students (district total),Number,Wardha,2024,22108,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2016,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2017,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2018,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2019,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2020,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2021,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2022,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2023,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2024,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2025,100,1,100,100
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2029,100,1,100,100
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2037,100,1,100,100
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2047,100,1,100,100
SDG4 - Quality Education,Net Enrolment Ratio - Primary,%,Wardha,2060,100,1,100,100
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2016,99.35,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2017,99.76,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2018,97.54,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2019,96.78,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2020,96.86,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2021,95.83,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2022,95.48,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2023,93.01,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2024,92.01,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2025,91.734,1,91.574,91.894
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2029,88.089,1,87.823,88.355
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2037,80.798,1,80.309,81.287
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2047,71.685,1,70.914,72.456
SDG4 - Quality Education,Net Enrolment Ratio - Secondary,%,Wardha,2060,59.838,1,58.698,60.978
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2016,95.11,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2017,95.07,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2018,95.46,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2019,96.44,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2020,99.13,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2021,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2022,100,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2023,99.53,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2024,95.13,0,,
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2025,99.295,1,95.126,100
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2029,99.721,1,97.839,100
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2037,99.956,1,99.589,100
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2047,99.996,1,99.95,100
SDG4 - Quality Education,Net Enrolment Ratio - Upper Primary,%,Wardha,2060,100,1,99.997,100
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2016,26192,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2017,25486,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2018,24086,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2019,25320,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2020,21948,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2021,18888,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2022,24125,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2023,27094,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2024,24604,0,,
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2025,23536.833,1,22957.991,24115.676
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2029,23011.367,1,22048.256,23974.478
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2037,21960.433,1,20191.709,23729.158
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2047,20646.767,1,17856.796,23436.737
SDG4 - Quality Education,No. of beneficiaries (children 36-71 months) of pre-school education through Anganwadis under ICDS,Number,Wardha,2060,18939,1,14815.918,23062.082
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2016,5847,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2017,5733,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2018,5879,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2019,4853,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2020,4560,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2021,4029,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2022,4029,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2023,3450,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2024,3443,0,,
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2025,2897.917,1,2839.169,2956.664
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2029,1498.65,1,1400.902,1596.398
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2037,0,1,0,-1120.373
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2047,0,1,0,-4514.891
SDG4 - Quality Education,No. of children with disabilities enrolled in school education,Number,Wardha,2060,0,1,0,-8927.208
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2016,40.04,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2017,41.78,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2018,39.8,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2019,35.13,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2020,31.61,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2021,32.33,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2022,34.35,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2023,33.43,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2024,34.33,0,,
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2025,30.734,1,30.163,31.305
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2029,26.628,1,25.678,27.578
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2037,18.416,1,16.671,20.161
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2047,8.151,1,5.399,10.903
SDG4 - Quality Education,Number of students per teacher - Higher Secondary,Number,Wardha,2060,0,1,0,-1.126
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2016,25.66,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2017,23.37,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2018,22.41,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2019,22.8,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2020,22.33,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2021,22.3,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2022,24.52,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2023,24.96,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2024,25.28,0,,
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2025,24.318,1,24.002,24.633
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2029,24.782,1,24.257,25.308
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2037,25.712,1,24.746,26.677
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2047,26.873,1,25.351,28.395
SDG4 - Quality Education,Number of students per teacher - Primary,Number,Wardha,2060,28.383,1,26.134,30.633
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2016,22.16,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2017,23.83,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2018,22.84,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2019,20.59,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2020,20.6,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2021,20.84,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2022,21.44,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2023,21.04,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2024,21.7,0,,
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2025,20.608,1,20.386,20.83
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2029,19.757,1,19.388,20.126
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2037,18.056,1,17.378,18.734
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2047,15.929,1,14.859,16.999
SDG4 - Quality Education,Number of students per teacher - Secondary,Number,Wardha,2060,13.164,1,11.583,14.745
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2016,22.26,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2017,23.78,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2018,24.11,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2019,23.82,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2020,24.09,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2021,24.66,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2022,24.73,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2023,24.33,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2024,24.13,0,,
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2025,24.924,1,24.802,25.046
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2029,25.672,1,25.468,25.875
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2037,27.166,1,26.793,27.54
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2047,29.035,1,28.445,29.624
SDG4 - Quality Education,Number of students per teacher - Upper Primary,Number,Wardha,2060,31.463,1,30.592,32.334
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2019,0.05,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2020,0.03,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2021,0.17,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2022,0.24,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2023,0.24,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2024,0.03,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2025,0.187,1,0.12,0.254
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2029,0.255,1,0.123,0.388
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2037,0.392,1,0.124,0.661
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2047,0.564,1,0.124,1.003
SDG4 - Quality Education,Out of school ratio (6-16 years) - Primary,%,Wardha,2060,0.787,1,0.124,1.449
SDG4 - Quality Education,Out of school ratio (6-16 years) - Secondary,%,Wardha,2023,0,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Secondary,%,Wardha,2024,0.03,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Secondary,%,Wardha,2025,0.06,1,0.06,0.06
SDG4 - Quality Education,Out of school ratio (6-16 years) - Secondary,%,Wardha,2029,0.18,1,0.18,0.18
SDG4 - Quality Education,Out of school ratio (6-16 years) - Secondary,%,Wardha,2037,0.42,1,0.42,0.42
SDG4 - Quality Education,Out of school ratio (6-16 years) - Secondary,%,Wardha,2047,0.72,1,0.72,0.72
SDG4 - Quality Education,Out of school ratio (6-16 years) - Secondary,%,Wardha,2060,1.11,1,1.11,1.11
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2019,0.01,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2020,0,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2021,0,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2022,0.03,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2023,0.23,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2024,0.01,0,,
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2025,0.119,1,0.062,0.175
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2029,0.201,1,0.089,0.313
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2037,0.366,1,0.139,0.592
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2047,0.571,1,0.2,0.942
SDG4 - Quality Education,Out of school ratio (6-16 years) - Upper Primary,%,Wardha,2060,0.839,1,0.279,1.398
SDG4 - Quality Education,Overall Literacy Rate (Census 2011),%,Arvi,2011,86.3,0,,
SDG4 - Quality Education,Overall Literacy Rate - Census 2011,%,Wardha,2011,88.2,0,,
SDG4 - Quality Education,Overall Literacy Rate - District (Census 2011),%,Wardha,2011,86.99,0,,
SDG4 - Quality Education,Primary Schools (district total),Number,Wardha,2024,1476,0,,
SDG4 - Quality Education,Primary Schools (total),Number,Arvi,2024,211,0,,
SDG4 - Quality Education,Primary Students (total),Number,Arvi,2024,14711,0,,
SDG4 - Quality Education,Primary Students enrolled (district total),Number,Wardha,2024,139969,0,,
SDG4 - Quality Education,Primary Teachers,Number,Arvi,2024,895,0,,
SDG4 - Quality Education,Primary Teachers (district total),Number,Wardha,2024,8323,0,,
SDG4 - Quality Education,Proportion Literates (Total) — Education,,Arvi,2001,78.1,0,,
SDG4 - Quality Education,Proportion Literates (Total) — Education,,Wardha,2001,83.4,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2016,35.45,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2017,21.48,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2018,20.23,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2019,19.14,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2020,16.75,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2021,20.53,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2022,18.55,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2023,24.69,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2024,21.45,0,,
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2025,18.002,1,16.808,19.195
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2029,14.779,1,12.793,16.765
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2037,8.334,1,4.687,11.98
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2047,0.277,1,0,6.029
SDG4 - Quality Education,Proportion of male-female enrolled (ratio) in vocational education,%,Wardha,2060,0,1,0,-1.696
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2016,100,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2017,100.79,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2018,100,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2019,100,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2020,98.29,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2021,98.6,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2022,100,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2023,92.7,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2024,100,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2025,111.79,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2029,110,1,99,110
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2037,110,1,99,110
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2047,110,1,99,110
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Primary,%,Wardha,2060,110,1,99,110
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2016,87.01,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2017,95.8,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2018,95.72,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2019,95.61,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2020,99.71,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2021,97.26,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2022,97.93,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2023,95.77,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2024,94.54,0,,
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2025,99.317,1,96.077,100
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2029,99.799,1,98.656,100
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2037,99.983,1,99.851,100
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2047,99.999,1,99.991,100
SDG4 - Quality Education,Proportion of students enrolled in Grade 1 who reach last grade - Secondary,%,Wardha,2060,100,1,100,100
